"Special Parliament sitting provides opportunity to debate Covid-19 measures, says Saifuddin",0
"Local semiconductor industry changes game plan as playing field shifts due to geopolitics, Covid-19",0
TM to invest 14% to 18% of FY21 revenue for capex,1
SC issues new guidelines on share offerings by unlisted public companies to sophisticated investors,1
Tasco gets tax incentive approval from MIDA for logistics services activities,1
Flexible packaging maker Daibochi’s 1Q net profit rises 16.51% on higher sales,1
"Manulife launches new online investment platform, eyes more unit trust advisers",1
AmBank’s 3Q net profit down 30.96% on higher allowance for loans impairment,-1
Bursa Malaysia remains lower at midday,0
"MACC paid a visit, it was not a raid, says Prasarana officer",0
Politicians back in the boardroom,0
Wintoni names ex-TM vice president as chairman,0
Pharmaniaga up 3.69% on positive technicals,1
"Public Bank lowers base rate, base lending rate by 50bps",1
"Sarawak Oil Palms may rebound further, says RHB Retail Research",0
KLK 3Q net profit surges amid forex gains,1
MKH to launch new block of MIRAI Residences,1
"Phase 2 of CIVac to begin on Aug 5, says Fadillah",0
EVENING 5: Five things you need to know today,0
Najib drops bid to recuse lawyer DP Naban from IRB's RM1.69b suit against him,-1
"Top Glove taking a breather, says AllianceDBS ",0
"Challenging prospects for Unisem in 2H19, says CGS-CIMB Research ",0
Education ministry gets biggest chunk at RM64.1b,1
AirAsia extends sale of  RM399 unlimited Cuti-Cuti Malaysia pass to June 15,1
"MCO 3.0 to be tightened with more economic and social restrictions, details to be disclosed tomorrow",0
Nazir Razak weighs in on controversial book by former AG Tommy Thomas,0
The world’s top 100 companies by market value,0
"KLCI tracks regional slump, falls 0.97% as key blue chips drag ",-1
Bursa seeks feedback on proposed criteria to accepting lower public holding spread,0
MIDF : Malaysia 2H palm oil inventory seen higher,0
NAP 2020’s targets,0
"Covid-19: Malaysia bans public gatherings of over 250, to decide on Apec 2020 summit",1
Sri Ram's opening statement at Rosmah's school solar power graft trial,0
"Bursa trade value soars to record high, Property Index up 4.88% leading the climb",1
"80 healthcare workers confirmed infected with Covid-19, says Health DG",-1
Six individuals in Parliament test positive for Covid-19 — Health D-G,-1
Atrium REIT buys Shah Alam factory from PNB for RM45m,0
EVENING 5: Five things you need to know today,0
"Teluk Intan Hospital staff confirmed Covid-19 positive, no disruption to services, says Health D-G",0
TNB says coal-fired power plant revenue will not exceed 20% by 2030 on cleaner-energy transition,0
"RichWorks International holds virtual weekend business seminar on weathering Covid-19, MCO impact",0
Khazanah foundation kicks off initiative to inculcate love of arts among younger generation,0
"After sinking to four-month low yesterday, AmBank recoups losses from selldown, rising 5.36% to RM2.95",1
JAKS Resources 2Q net profit surges on share of profit from Vietnam power ops,1
"MNRB chairman retires, independent director to take over",0
Kiplepay to turn Green Packet profitable by 2021,0
"Covid-19: Malaysia’s daily infections rise above 3,000 again with over 1,000 cases from Perak workplace",-1
"JCY’s major customer cuts order, to eventually stop purchases ",0
IGB 4Q net profit declines amid lower contribution from property investments,-1
"Aviation faces risks from the Coronavirus, says S&P Global Ratings",0
"CB Industrial Product 4Q net profit triples q-o-q to RM30m, declares two sen interim dividend",1
MACC files civil forfeiture suit against 41 entities to recover RM270m of 1MDB-related monies,0
Aspen says glove operations 'on track' while property construction 'affected slightly' following MCO 3.0,0
Ekuinas marks foray into pharmaceutical sector with controlling stake buy in Medispec,0
"Hong Leong Financial Group's 4Q profit up at RM525m, declares final 25 sen dividend",1
"Ahmad Zahid announces Umno's departure from ruling PN coalition, says Bersatu keen to join Muafakat Nasional",0
"Inari Amertron may rise higher, says RHB Retail Research",0
Zahid's VLN trial: Najib helped facilitate appointment of contractor to manage visa application system — witness,0
LB Aluminium's 3Q net profit more than triples to RM14.88m on higher sales and improved margins,1
Bank Negara Malaysia to revise rules against money laundering,0
"Lower threshold for foreigners: It will solve liquidity problem faced by developers, says LBS Bina's Lim",0
Petronas lists US$3b bonds on Stock Exchange of Hong Kong,0
"Trading in shares of Diversified Gateway Solutions halted, pending material announcement",0
CGS-CIMB lowers Kossan’s target price to RM7.64 as 'stellar earnings forecast' for FY21-23 unsustainable in long run,0
Malaysia sea sand export ban is meant to satisfy local demand — Dr Xavier,0
"MTAG showing a good sign of staging a reversal, says RHB Retail Research",0
"17,053 companies have registered under PIKAS",0
Bank Negara looking at tweaking banks’ base rates ,0
"KLCI set to end first trading day of May below 1,400 level on weak manufacturing data, regional slump",0
Final defence submission in Isa Samad’s graft case postponed to December due to CMCO,0
Rengit Capital launches 18 sen apiece offer for Leweko shares,0
Olympians from six countries required to take pre-departure Covid-19 tests for seven days,0
"Sunway, MMC, HeveaBoard, MAHB, Aemulus, Xinghe, plantation stocks with assets in Sabah and TNB",0
EVENING 5: Five things you need to know today,0
EPF trims stake in Top Glove and Hartalega as share prices soar,0
Kerjaya Prospek’s Tee takes control of premium property developer E&O,0
"Covid-19: 12 new clusters detected, including Subang Dua cluster in Selangor with 153 infections",0
"Najib schools 'office boy' Husni, says his former deputy intent on tarnishing him",0
"Covid-19: 6,276 new cases in M'sia on June 30, above 6,000-level for second day",0
Berjaya Food up 9.27% after earnings beat expectations,1
Kenanga Research expects weaker quarters ahead for Heineken,0
1MDB-Tanore trial: Shahrol to return to witness stand after four-month hiatus,0
"Five witnesses in Najib’s SRC trial have passed away, MACC officer tells High Court",0
"Manoeuvrings has raised political risk in Malaysia, says Kenanga IB Research",0
KLCI drifts lower in line with fragile regional sentiment,0
SKP Resources sees better FY20 despite weak 1Q,0
Dhaya Maju LTAT's injunction on KVDT2 lifted but...,0
"New national car likely to be hybrid vehicle targeted at niche market, says AmInvestment",0
"KLCI up 0.72% on Petronas, MISC gains while regional markets pause on IMF recession caution",0
KLCI slips into the red after final hour plunge,-1
"KLCI flat, builders rise ahead of Budget 2020",0
Wan Razly said to be top contender for Affin Bank CEO role,0
"Greatech says 1Q profit jumped 152%, remains optimistic about 2021",1
Article 43 of the Federal Constitution allows the King to appoint a new PM who commands the confidence of the majority of MPs — Muhyiddin,0
Bursa Malaysia settles lower at midday,0
"Public Bank FY19 net profit slips 1.41%, declares 40 sen dividend",-1
Atrium REIT aims to double asset size to RM1 bil in two years,0
Malaysia’s 2020 domestic tourism spending plunges for first time in 13 years — DOSM,0
JAWI uses backhoes to speed up funeral process for Covid-19 victims,0
Forgotten tin tops energy transition metals leader-board: Andy Home,0
Frankly Speaking: Take the straightforward route to break toll impasse,0
"POC 2021 day 1: CPO prices to range between RM3,320 to RM4,113 in 2021",0
China firms drawing ire of regulators,0
Reach Energy obtains ‘positive results’ from K-16 exploration well test,0
BNM Annual Report 2019: Malaysia's external debt rises 2.3% to RM946.3b as at end-2019,-1
ASNB introduces online withdrawal facility,0
"Parkson gets RM2b loan facility for refinancing, working capital needs",0
Malaysia’s daily Covid-19 cases drop to pre-MCO levels at 31; 75 discharged while one more dies,1
KLCI drifts lower on jitters of fresh trade war as Trump threatens China ,0
Top Glove says it has no links to flagged illegal investment scheme Top Gloves Investment,0
"KLCI spikes, ringgit strengthens as China, US agree to cancel tariffs",0
Mercedes-Benz dealer Cycle & Carriage posts RM33m 4Q net loss from continuing operations,0
US to downgrade Malaysia to lowest tier in trafficking report — sources,-1
Yinson still a buy despite weak 1H results: RHB Research,0
"Astro 2Q net profit swells 10 times to RM169.34m, declares 2 sen dividend",-1
Khazanah says financial position remains strong with debt reduced by 6% to RM43.1b from RM45.8b in 2019,1
"JAKS Resources may rise higher, says RHB Retail Research",0
Warisan backs Tun M as PM,0
Shahrol cross-examination to continue ,0
Malaysian Senate approves bill lowering voting age to 18,0
"ECM Libra, HSPlant, Karyon, Brahim's, Pansar",0
Ripe for rejuvenation,0
Negative news to dominate automotive sector in next few months – MIDF,0
Judicial commissioner Latifah Mohd Tahar to hear Prestariang Skin's RM733m suit against govt,0
KLCI rises 0.51% as regional markets buoyed by US fiscal package talks,1
"Minetech, Rubberex, Solid Automotive ",0
Hotels hit by ‘buka puasa’ buffet loss of RM135m,-1
Minho timber complex catches fire,0
"Hume Industries may rise higher, says RHB Retail Research",0
Putrajaya invites opposition parties to join National Recovery Council,0
"Covid-19: Buy only MDA-approved self-test kits, MMA tells public",0
PPB Group pays eight sen dividend despite nearly halving 2Q net profit,0
KLCI rises 1.07% as glove heavyweights soar further,1
Aspen to transfer listing to Mainboard from Catalist,0
SMTrack buys an aircraft for its venture into cargo carriage services,0
Kelington records 11-fold hike in 2Q net profit on greater revenue contribution,1
Malaysia Autoshow 2020 postponed to 2021,-1
DOSM: Malaysia's economic activity outcome to improve in 3Q,1
AirAsia Japan ceases operations ��,-1
"IOI Properties: Yeow Chor, Yeow Seng to deal in securities during closed period",0
"Purchase of six million vaccine doses shows PM's commitment to fight pandemic, says MOH",0
"Record highs for Top Glove, Kossan on Covid-19 second wave spectre",1
"Inter-Pacific Research sees limited market movements over near term, support at 1,490",-1
"Federal Court to hear application by Musa Aman, 32 others via Zoom",0
Bursa retreats shortly after opening higher,0
Lawyers����������������������,0
"BNM boosts SMEs' access to finance, relaxes rules on insurers",1
"Customs Dept finds RM8.3 mil of contraband liquor, white cigarettes in raid",-1
"MIDF maintains positive stance, says prime time to turn focus on construction sector",1
"EAC urges landlords to discount, waive rent for halted businesses during MCO period",0
Chin Hin rises 2.4% on positive technical outlook,1
"Bursa Malaysia, Favelle Favco, WZ Satu, Scicom, YTL Corp, RHB Bank, Serba Dinamik, MQREIT, IOI Properties, BLand, LBS Bina, OSK, TSH Resources, 7-Eleven, MCIL and Panasonic",0
Petra Energy bags RM171m Banang oilfield technical service job from Petronas,0
"153 new Covid-19 cases bring total to 1,183",0
Kenanga Investment Bank acquires Islamic ETF-focused i-VCAP Management,0
MaGIC expands E-Nation virtual symposium to four conferences this year,0
CIMB targets 4%-5% loan growth in 2021,1
NUJ unaware of Utusan Malaysia's return next year,0
TM and QL Resources likely to be added to KLCI index ����,1
IOI Corp appoints former plantations minister Peter Chin as chairman,1
"High Court dismisses originating summons filed by Apex Equity shareholder against co, 15 others",0
Court rules in favour of Mulpha in claim over aborted sale deal with Mula,-1
"DNeX confirms talks are ongoing for sale of stake in PING Petroleum, to get 'better than book valuations'",0
Witness insists Teras Dara Konsortium companies were under Jamaluddin Jarjis����,0
"Top Glove, Supermax shares up as Covid-19 outbreak accelerates",1
MMC accepts MoF����������,0
"Telco shares dip as TPG offers free unlimited data roaming in Malaysia, Indonesia",1
Sarawak Oil Palm 3Q net profit surges 74% on improved margins,1
Lembah Pantai sees 148 new Covid-19 cases in one week,0
WCE posts fifth straight quarterly loss; dragged by recognition of interest expenses,-1
"Lower revenue, higher credit costs drag AMMB������",-1
Dhaya Maju contemplates cross-examining Wee Ka Siong on KVDT2 contract termination,0
Petronas stocks skid as oil hovers at US$40,-1
TRC Synergy up 3.06% on getting go-ahead for RM293m civil servant housing project,1
Prices of vegetable oil including CPO to take cue from soybean ������,0
MPs arrive at Istana Negara for personal interview with Agong,0
"MoH concerned about low blood bank stock, appeals to public to donate",-1
"Covid-19: Record high of 53,608 new infections; 630 deaths in a week",-1
Star Media appoints Alex Yeow as CEO effective March 1,0
"KLCI closes marginally higher at 1,571 points as CPO climbs to 16-month high",1
APFT CEO will step down end-July,0
Govt��������������������,0
"Kimlun 2Q net profit up 37% on higher construction, manufacturing revenue",1
Green Packet net loss narrows on investment fair value gain,0
NTP 2019: Malaysia to coordinate all transport safety under a single entity,0
"Khairy Jamaluddin is the new Science, Technology and Innovation Minister, Saifuddin Abdullah named Communications and Multimedia Minister",0
"RON97, RON95 and diesel prices unchanged",0
MB World share trade to be suspended on Sept 2,-1
SCIB buys loss-making Selangor construction firm to expand biz in Peninsular Malaysia,0
"Mid-cap financial, healthcare, O&G, tech and gaming stocks in focus for 2021 �����",0
"AmFirst, Foundpac, Elsoft, mTouche, MNC, Nova Wellness",0
Court to decide on injunction application by Syed Mokhtar-linked firm against Sabah Forest Industries on July 9,0
Guan Eng trial: No indication of ���������������������������open tender���,0
The Edge Covid-19 Fund starts sending supplies to hospitals,0
LTAT gets BNM nod to privatise Boustead,0
Kerjaya Prospek kicks off 2020 with RM617m construction job win in Penang,1
Khazanah trims stake in KLCI outperformer TNB,-1
Datasonic bags Home Ministry contract worth RM4.33m,0
"UEM Sunrise may rebound further, says RHB Retail Research",-1
MUDA allowed to proceed with judicial review over party registration,0
Yong Tai gets NPRA approval to launch phase three clinical trial for Covid-19 vaccine in Malaysia,0
"Analysts positive on Serba Dinamik post private placement exercise, expect����������",1
Kejuruteraan Asastera partners Resource Data Management Asia to provide technological solutions,0
PM Mahathir needs to clarify Latheefa's appointment - Anwar,0
ARB�����������������,0
KLCI gets off to muted start as US-China trade talks weighs down region,0
Ta Ann sees improved earnings for timber segment amid shortage of raw materials,1
PNB confirms former chief justice Arifin Zakaria is new chairman,0
"Isa Samad hosted his birthday party at FGV's luxury KLCC condo in 2015, witness claims",0
Sime Darby Plantation foreign shareholding dips to record low,-1
1MDB-Tanore trial Day 3: More company documents on 1MDB's power units to be verified,0
Fully vaccinated individuals can carry out non-contact sports and recreational activities in States under Phase One of the PPN from Aug 20 �����,0
Covid: Sabah records two new clusters from community transmission,-1
"Jho Low was present at 1MDB board meeting, took call from Najib ����",0
"MyEG, Datasonic, Iris extend losses",-1
Deferred tax income helps stop NTPM falling into losses in 4QFY21,1
Khee San claims Bank of China committed breach of conduct,-1
MoF: Budget 2021 to be bigger than previous year's,1
WEC injects RM15.75m into substantial shareholder�����������������,0
"US$2.5b 1MDB-PSI deal rushed for signing ceremony between M'sia, Saudi Arabia leaders that never happened",-1
UOB Malaysia appoints Ng Wei Wei as deputy CEO,0
"After penny stocks, now small-caps in vogue",1
PEPS: Unfair to have same maintenance rate for mixed developments,-1
"George Kent 2Q revenue stronger with more orders in water metering biz, pays 1 sen dividend",1
Rehda Selangor urges stricter SOP enforcement instead of lockdown to combat Covid-19 surge,0
EVENING 5: Five things you need to know today,0
CMMT 2Q NPI falls on significant rental waivers for tenants affected by MCO,-1
"Malaysia in talks to allow its citizens to work in S'pore, but on one condition ������",0
Will there be a year-end rally?,-1
"39 localities in Sabah, Kelantan and Pahang under EMCO beginning Friday ������",0
MoF defends rise of direct debt under PH government,0
"Notion may be in process of staging rebound, says RHB Retail Research",1
Should Malaysia�������������,-1
Green Packet to raise up to RM99m via private placement to fund cloud business,1
"PKRC current occupancy rate at 60% nationwide, says NADMA director general",0
"Bursa freezes upper limit for Toyo Ventures stock, warrants",0
"KLCI falls below 1,500 as global Covid-19 cases rise",-1
HLIB lowers target price on IJM Corp after earnings forecast cut,1
MRCB-Quill REIT says 3Q net property income up 9% year-on-year,1
Kejuruteraan Asastera proposes 2-to-5 share split,0
Knight Frank: Logistics sub-sector to see uptick in 2020,1
MITI initiates anti-dumping probe on fibre cement board products from Indonesia,0
"Food security policy: Khazanah Research's Jomo emphasises nutrition, safety",0
Cornerstone Partners in maiden Melbourne development venture,1
"Over 13,000 children in N.Sembilan have contracted Covid-19 to date",-1
"Sarawak Plantation an attractive proxy for high CPO prices, says HLIB",0
"Foreign selling accelerated to RM601.2m last week, says MIDF Research",1
AirAsia flights to have multiplier effect on Malaysia economy — Rafidah Aziz,0
Najib seeks stay of proceedings in Pua's misfeasance in public office suit,0
"Press Metal 2Q net profit surges threefold on higher aluminium prices, declares one sen dividend",1
Suit to challenge PAS president's appointment struck out,0
"Heineken Malaysia may rebound further, says RHB Retail Research",1
Malaysia’s GDP contracted 2.7% in 3Q vs 17.1% in 2Q,-1
"KLCI claws back to erase losses, regional markets fall on dire US economic data",-1
Scomi slumps 11.11% on rejection of PN17 waiver application,-1
"FBM KLCI lower on profit taking, TNB falls",-1
"UOB Kay Hian upgrades GenM, lowers target price to RM3.01",0
Paramount completes investment into P2P financing platform Fundaztic,0
Top Glove says special dividend possible as it shifts to quarterly payout,0
Zafrul: MCO 3.0 first of three phases to combat Covid-19,0
"After pushing past consensus target with a 26% jump in the past month, will BAT continue to climb?",0
"MSM posts third straight loss-making quarter amid lower sugar prices, higher costs",-1
Kossan rises 1.88% on positive technical outlook,1
Transocean upper limit now set at RM4.34,0
KLCI ends at intraday high as Bursa volume rises to new record peak,1
NFCorp trial on misuse of RM250m loan postponed to Oct 5 as lawyer admitted to hospital,0
"PetDag swings to profit in 2Q on improved demand, declares lower dividend of five sen",1
Tun Mahathir : Vote of no confidence may not be possible as PH support dwindles,0
"Yinson, Kenanga Investment Bank, Wong Engineering, Keck Seng, Genting, Landmarks, Sapura Energy, Top Glove, Affin Bank, BHIC and Minetech Resources",0
Can-One to book gain of up to RM811m from sale of F&B Nutrition,1
Oversea Enterprise surges to record high on takeover offer,1
"Covid-19: Malaysia reports over 630,000 cases and 7,640 deaths in August, even as 13.6 mil vaccine doses doled out",-1
Govt approves solar module manufacturing investment worth RM42.2b,0
AmBank Research: Ringgit expected to settle around 4.30 levels by end 2020,0
Asia stocks set for cautious start after U.S. high,0
Cypark bags RM12.53m road construction contract,0
"KLCI drifts lower as select index-linked stocks weigh ahead of holiday closure, regional markets eke modest gains",-1
"AmResearch upgrades Media Prima to 'buy', raises target price by 54% to 80 sen",1
Hartalega down on profit taking after reporting profit rise,-1
Decision on CMCO extension to be announced tomorrow,0
"More PPVINs to be opened to expedite vaccination of transport sector frontliners, says Wee",0
KLCI falters as investors weigh slower Malaysia economic growth,-1
Cypark Resources buying Perak biogas plant for RM6m,0
MSM looking to penetrate new markets and segments,0
Serba Dinamik among Fitch Ratings’ top 50 Asian high-yield corporate issuers,1
"Najib shouldn't have been asked to enter his defence after Suboh gave inconsistent testimony, says Shafee",0
"KLCI closes up 2.4% in tandem with global rebound, Covid-19 fears linger",1
KLCI up 0.97% after US equities rise ,1
"George Kent chairman Tan Kay Hock to take legal action against author, publisher",0
KLCI ends 10.78 pts lower after US announces tariffs on Europe,-1
SC AOB sanctions on audit firm quashed by court,0
"Genting Malaysia’s net loss narrows in 2Q, cautious on near-term prospects of leisure industry",-1
Eastland Equity to raise up to RM2.65m via private placement,1
What EPF’s 2Q says about its 2020 dividend,0
CIMB sees ‘significantly lower’ provisions for loans in FY21,-1
Free trading area programme extended until year end — Annuar,1
Eight new Covid-19 clusters reported today,-1
Prudential emerges as new substantial shareholder in Thong Guan,0
Near-term refinancing plan 'essential' for IOI Corp to maintain credit quality — Moody’s,0
Najib and Shafee's appeal to challenge Sri Ram's appointment moved to September,0
Malaysian takaful players' robust capitalisation will help them withstand virus impact - RAM Ratings,1
"KLCI dips 0.32% as Tenaga, Public Bank & Top Glove drag ",-1
See Hup rises as much as 16.89% this morning after securing ECRL contract,1
"Genting Singapore takes a hit from Wuhan virus outbreak, but the tables could soon turn",-1
Govt approves acquisition of 16 VTOL drones for PDRM,0
"2021 may be more volatile year for palm oil industry, says Sime Darby Oils MD",0
Ex-AmBank manager Joanna Yu allowed to defer filing her defence in Najib's suit,0
Samchem 1Q net profit quadruples on higher sales volume and selling price,1
"Still early days to grant rental rebates, mall operators tell retailers",0
Water supply to 13 areas in KL fully restored,1
Police to call up MP over alleged SOP violation,0
Proton supports NAP 2020’s push for local next-generation vehicle development,1
Hon Hai buys 5% stake in DNeX — what’s next?,0
Serba Dinamik climbs nearly 9% to 91 sen after two-day fall,1
Pandemic an opportunity for businesses to look at sustainability,0
Lawyers body makes bid to intervene in legal challenge of Agong’s decision to deny PM’s request for emergency,0
Bina Puri plans two launches in Pahang,0
Digital economy initiatives at forefront of Budget 2020,0
MISC rises 1.94% on US sanctions on COSCO,1
LYC Healthcare seeks to raise up to RM45m via RPS issuance,1
An Economic Snapshot Of Malaysia,0
TNB foreign shareholding falls below 12% as at end-July,-1
"Possible for upside for Vortex, says PublicInvest Research",1
"New PM must be appointed fast to avoid affecting tabling of 2022 budget, says political analyst",0
"Genting Singapore says chairman Lim Kok Thay took more than 50% pay cut in FY20, not big increment",0
SEMICON Southeast Asia 2020 goes virtual,0
"In clear warning to rubber gloves sector, US bans WRP Asia",-1
LKL and AT Systematization ink deal to market and distribute gloves,0
Top Glove says it has no links to flagged illegal investment scheme Top Gloves Investment,0
"OpenSys may have completed its bottom-building process, says RHB Retail Research",0
"Boustead names Shazalli Ramly as group MD, confirms The Edge report",0
"Neelofa, husband's case postponed to July 15",0
Use public transport to reduce congestion at walk-in PPV — police,1
Nawawi Tie Leung extends business operations to Penang,1
Witness: Ex-MACC chief Abu Kassim recommended AG charge Najib before investigations completed,0
Euro Holdings dives nearly 30% at opening bell after calling off bonus issue,-1
G City Club Hotel shuts down after a decade of operations,-1
Former Malaysia Airlines CEO Bellew wins Ryanair court case,1
Genetec major shareholder's wealth grows over RM200 million after eye-popping rally,1
Genting Singapore-led consortium submits bid for Yokohama integrated resort,0
"Systech, Sersol, Kia Lim, Tex Cycle, Greenyield, Heng Huat, SMIS Corporation",0
ECRL's Mentakab-Port Klang alignment finalised — Anthony Loke,0
"Rubber glove counters back in vogue, among top gainers in morning trade",1
"KLCI likely to move between 1,515 and 1,535 next week",0
"RHB Research upgrades IJM Corp, raises target price to RM2.78",1
"Malaysia must push for attracting FDI, especially from EU, says ASEAN-BAC Malaysia",0
"Sabah allows e-hailing drivers, food delivery riders to cross three districts",0
Malaysia's Covid-19 cases surge to new high of 871,-1
"Malaysia records 2,027 new Covid-19 cases, eight deaths",-1
Mobilia extends suspension of subsidiary’s production operations until May 9,0
Walt Disney a popular buy among Malaysian investors during Covid-19,0
Mahathir wants to form a new political party,0
"CGS-CIMB cuts Maybank EPS forecast, target price",-1
NetX inks deal to deploy forex platform with in-built e-wallet in Australia,0
SC succeeds in halting assessment of damages sought by audit firm,1
Maju Holdings' unit Bright Focus proposes sukuk buyback after rating downgrade,0
Destini wins RM17.4m electrical installation contract,1
Istana Negara staff congratulate King on birthday,0
"16 departments in Perak have launched the Organisational Anti-Corruption Plan, says Saarani",0
"Hextar Global's 4Q net profit up 48%, proposes 3-for-5 bonus issue",1
Dolomite to sell quarry unit to Sunway for RM125m,0
Boustead denies management attempting to block LTAT's privatisation bid,0
KSK Land the first in Malaysia to adopt Delve software by Sidewalk Labs,0
"AmBank’s RM2.83b settlement linked to 1MDB likely to put share price on downhill, say analysts",-1
"Iconic Worldwide expands PPE product range, expects higher FY22 income",1
Nestcon bags RM31m contract to undertake rock stabililisation at mixed development in Damansara Perdana,0
KLK appoints US-based Epicor to automate business processes for latex rubber household and industrial glove-making unit,0
Four senators take oath of office before Senate president,0
Jiankun plans private placement to fund property project,0
"CGS-CIMB Research upgrades Bonia, raises target price to 30 sen",1
"KLCI ticks upward in line with regional recovery, rises above 1,600-level",1
Creditors raise jurisdictional issue in Jepak’s judicial management case,0
SC files appeal over lawyer's acquittal in Sime Darby insider trading case,0
"Covid-19: Malaysia reports 69 new infections, including 12 imported cases",-1
Honda Malaysia launches brand new Accord and Civic,0
"KLCI dips 0.11%, pauses for a breather as regional markets trade mixed",-1
"Maju Holdings unit MEX II defers RM1.3b Islamic bond principal, profit payments",-1
EVENING 5: Five things you need to know today,0
"Malaysia’s new Covid-19 cases dropped to 1,317, with four more fatalities",1
Asia Brands jumps 24.7% after posting four-fold jump in 2Q net profit,1
"Sime Darby open to selling E&O stake, says CEO",0
"Malaysia's new Covid-19 cases fall to 17,236; another 212 deaths recorded",1
Ipmuda bags RM78m solar plant building job in Terengganu,0
"BIMB gets approval from MoF, BNM to transfer listing to Bank Islam",0
"Bank Negara Malaysia announces Aznan Abdul Aziz's appointment as assistant governor effective July 1, 2019",0
"Ho Wah Genting plans private placement to fund healthcare business, repay borrowings",0
"Mr DIY posts 54% jump in quarterly profit, declares 0.73 sen dividend",1
Malaysia labour participation up at 68.6% in August 2019,0
KLCI reverses gains as index-linked plantations drag,-1
Maxwell International terminates MoA with shoe players,0
MAHB shares up as Mavcom report offers earnings certainty,1
